Tweet Account,Text,Timestamp,News Org,Compound,Positive,Negative,Neutral,Ref_Number,News_Org_Color
940066876305981440,RT @nytimesworld: Protests in Lebanon near U.S. embassy after Trump’s Jerusalem decision https://t.co/6QjgtAgUVj https://t.co/MVThAPnypJ,2017-12-11 03:53:03,nytimes,-0.2263,0.0,0.128,0.872,0,y
940063377543409666,Horror films dominated the cultural conversation in 2017. So @nytmag asked the year's best actors to perform in a s… https://t.co/1zY2LD0VYi,2017-12-11 03:39:09,nytimes,0.128,0.162,0.143,0.695,1,y
940059834245775360,RT @nytimesworld: London's Heathrow Airport was brought to a virtual halt on Sunday after a snowstorm swept through the region https://t.co…,2017-12-11 03:25:04,nytimes,0.0,0.0,0.0,1.0,2,y
940056907846377473,"17 ways to celebrate the season in New York City, from the familiar (Rockettes!) to the far-out (Taylor Mac!) https://t.co/50cu9mc8bC",2017-12-11 03:13:26,nytimes,0.6467,0.184,0.0,0.816,3,y
940052731825229825,9 ways to work better in 2018 https://t.co/LMKfNrcMVS,2017-12-11 02:56:51,nytimes,0.4404,0.326,0.0,0.674,4,y
940048504835076098,A high-powered attorney died. His ex-wife investigated and found a web of drug abuse in his profession.… https://t.co/U9UP9O0Ryt,2017-12-11 02:40:03,nytimes,-0.8316,0.0,0.358,0.642,5,y
940042678347087873,Op-Ed Columnist: Susan Collins and the Duping of Centrists https://t.co/sGjJ28NHxJ,2017-12-11 02:16:54,nytimes,0.0,0.0,0.0,1.0,6,y
940038638817067008,"In a Blow to Hamas, Israel Destroys Tunnel From Gaza https://t.co/qvmAm1MCIY",2017-12-11 02:00:51,nytimes,-0.5574,0.0,0.286,0.714,7,y
940036607398129664,"""Dark"" plays like a slower, artsier, more complicated take on ""Stranger Things,"" our critic writes https://t.co/mwFkGjnwjd",2017-12-11 01:52:46,nytimes,0.34,0.242,0.113,0.645,8,y
940032276665995264,2017: The Year in New York https://t.co/oMSRlih8ib,2017-12-11 01:35:34,nytimes,0.0,0.0,0.0,1.0,9,y
940027803860271109,President Trump called for a Washington Post reporter to be fired over a misleading tweet https://t.co/NLAYpP1rDI,2017-12-11 01:17:47,nytimes,-0.743,0.0,0.344,0.656,10,y
940022714508677121,"Melting glaciers, wicked hot summers, water crises. These are the climate stories to read from this year. https://t.co/6tmy4MU3z0",2017-12-11 00:57:34,nytimes,-0.5267,0.0,0.167,0.833,11,y
940018432816435202,A dying man had “do not resuscitate” tattooed on his chest. Doctors said it “produced more confusion than clarity.” https://t.co/d1C8KThhvB,2017-12-11 00:40:33,nytimes,-0.3597,0.0,0.122,0.878,12,y
940013779127070720,The Look: After-School Special https://t.co/MDkn8XkFiy,2017-12-11 00:22:04,nytimes,0.4019,0.403,0.0,0.597,13,y
940012680634564608,The risk can’t be ignored but isn’t as great as it may seem from a recent study https://t.co/VYh6cV0i4H,2017-12-11 00:17:42,nytimes,0.6652,0.247,0.14,0.613,14,y
940008584108302337,Op-Ed Contributor: The Man Who Danced on the Heads of Snakes https://t.co/WBlhVk3eLq,2017-12-11 00:01:25,nytimes,0.0,0.0,0.0,1.0,15,y
940005185451122688,The American ambassador to the UN said that the women who have accused Trump of sexual misconduct “should be heard” https://t.co/tgad1uL3Qp,2017-12-10 23:47:55,nytimes,-0.296,0.0,0.099,0.901,16,y
940000733528821765,"Luke Skywalker’s lineage is a narrative backbone in ""Star Wars."" So it's natural to wonder: who are Rey's parents?… https://t.co/w9Mfts2iaA",2017-12-10 23:30:13,nytimes,0.4173,0.134,0.0,0.866,17,y
939998567216885760,How ISIS Produced Its Cruel Arsenal on an Industrial Scale https://t.co/afprGpE6NB,2017-12-10 23:21:37,nytimes,-0.5859,0.0,0.275,0.725,18,y
939995649755570176,"RT @nytopinion: Over the last 50 years or so, the rules about a woman’s place were shattered. I saw all this happen, and it knocks me out w…",2017-12-10 23:10:01,nytimes,-0.4767,0.0,0.11,0.89,19,y
940066876305981440,RT @nytimesworld: Protests in Lebanon near U.S. embassy after Trump’s Jerusalem decision https://t.co/6QjgtAgUVj https://t.co/MVThAPnypJ,2017-12-11 03:53:03,nytimes,-0.2263,0.0,0.128,0.872,20,y
940063377543409666,Horror films dominated the cultural conversation in 2017. So @nytmag asked the year's best actors to perform in a s… https://t.co/1zY2LD0VYi,2017-12-11 03:39:09,nytimes,0.128,0.162,0.143,0.695,21,y
940059834245775360,RT @nytimesworld: London's Heathrow Airport was brought to a virtual halt on Sunday after a snowstorm swept through the region https://t.co…,2017-12-11 03:25:04,nytimes,0.0,0.0,0.0,1.0,22,y
940056907846377473,"17 ways to celebrate the season in New York City, from the familiar (Rockettes!) to the far-out (Taylor Mac!) https://t.co/50cu9mc8bC",2017-12-11 03:13:26,nytimes,0.6467,0.184,0.0,0.816,23,y
940052731825229825,9 ways to work better in 2018 https://t.co/LMKfNrcMVS,2017-12-11 02:56:51,nytimes,0.4404,0.326,0.0,0.674,24,y
940048504835076098,A high-powered attorney died. His ex-wife investigated and found a web of drug abuse in his profession.… https://t.co/U9UP9O0Ryt,2017-12-11 02:40:03,nytimes,-0.8316,0.0,0.358,0.642,25,y
940042678347087873,Op-Ed Columnist: Susan Collins and the Duping of Centrists https://t.co/sGjJ28NHxJ,2017-12-11 02:16:54,nytimes,0.0,0.0,0.0,1.0,26,y
940038638817067008,"In a Blow to Hamas, Israel Destroys Tunnel From Gaza https://t.co/qvmAm1MCIY",2017-12-11 02:00:51,nytimes,-0.5574,0.0,0.286,0.714,27,y
940036607398129664,"""Dark"" plays like a slower, artsier, more complicated take on ""Stranger Things,"" our critic writes https://t.co/mwFkGjnwjd",2017-12-11 01:52:46,nytimes,0.34,0.242,0.113,0.645,28,y
940032276665995264,2017: The Year in New York https://t.co/oMSRlih8ib,2017-12-11 01:35:34,nytimes,0.0,0.0,0.0,1.0,29,y
940027803860271109,President Trump called for a Washington Post reporter to be fired over a misleading tweet https://t.co/NLAYpP1rDI,2017-12-11 01:17:47,nytimes,-0.743,0.0,0.344,0.656,30,y
940022714508677121,"Melting glaciers, wicked hot summers, water crises. These are the climate stories to read from this year. https://t.co/6tmy4MU3z0",2017-12-11 00:57:34,nytimes,-0.5267,0.0,0.167,0.833,31,y
940018432816435202,A dying man had “do not resuscitate” tattooed on his chest. Doctors said it “produced more confusion than clarity.” https://t.co/d1C8KThhvB,2017-12-11 00:40:33,nytimes,-0.3597,0.0,0.122,0.878,32,y
940013779127070720,The Look: After-School Special https://t.co/MDkn8XkFiy,2017-12-11 00:22:04,nytimes,0.4019,0.403,0.0,0.597,33,y
940012680634564608,The risk can’t be ignored but isn’t as great as it may seem from a recent study https://t.co/VYh6cV0i4H,2017-12-11 00:17:42,nytimes,0.6652,0.247,0.14,0.613,34,y
940008584108302337,Op-Ed Contributor: The Man Who Danced on the Heads of Snakes https://t.co/WBlhVk3eLq,2017-12-11 00:01:25,nytimes,0.0,0.0,0.0,1.0,35,y
940005185451122688,The American ambassador to the UN said that the women who have accused Trump of sexual misconduct “should be heard” https://t.co/tgad1uL3Qp,2017-12-10 23:47:55,nytimes,-0.296,0.0,0.099,0.901,36,y
940000733528821765,"Luke Skywalker’s lineage is a narrative backbone in ""Star Wars."" So it's natural to wonder: who are Rey's parents?… https://t.co/w9Mfts2iaA",2017-12-10 23:30:13,nytimes,0.4173,0.134,0.0,0.866,37,y
939998567216885760,How ISIS Produced Its Cruel Arsenal on an Industrial Scale https://t.co/afprGpE6NB,2017-12-10 23:21:37,nytimes,-0.5859,0.0,0.275,0.725,38,y
939995649755570176,"RT @nytopinion: Over the last 50 years or so, the rules about a woman’s place were shattered. I saw all this happen, and it knocks me out w…",2017-12-10 23:10:01,nytimes,-0.4767,0.0,0.11,0.89,39,y
939993716923731968,"Porgs, Ewoks and Rathtars: A Field Guide to ‘Star Wars’ Creatures https://t.co/S6siGWTZYo",2017-12-10 23:02:21,nytimes,0.0,0.0,0.0,1.0,40,y
939993236462071808,Boris Johnson leaves Tehran without a clear statement on imprisoned Brits and a tank dispute https://t.co/M9iwZQJbF4,2017-12-10 23:00:26,nytimes,-0.7835,0.0,0.417,0.583,41,y
939990770991419392,An NYT reader's reaction to an article about President Trump’s daily fight for self-preservation… https://t.co/F705vf9Qoi,2017-12-10 22:50:38,nytimes,-0.3818,0.0,0.157,0.843,42,y
939989373927546886,"“The Disaster Artist” had a very strong weekend, taking in $6.4 million in relatively limited release https://t.co/aqQ9xFGouJ",2017-12-10 22:45:05,nytimes,-0.3415,0.159,0.266,0.575,43,y
939985600068845568,Louis C.K. will buy back the rights to his film after sexual misconduct allegations led to the movie’s shelving https://t.co/F92nFIGdzZ,2017-12-10 22:30:05,nytimes,0.0,0.0,0.0,1.0,44,y
939981833130868738,"This ""Odyssey"" strips away formulaic language to let the characters take center stage https://t.co/EMx7fd4Q8S",2017-12-10 22:15:07,nytimes,0.0,0.0,0.0,1.0,45,y
939978061562372096,Sometimes it’s hard to keep track of what’s arriving when. But we’re here to help. https://t.co/peCXk6zyrC,2017-12-10 22:00:08,nytimes,0.3182,0.149,0.077,0.773,46,y
939974281970241536,"Alexandra Bell puts The New York Times under the microscope, and offers her own “counternarratives” of the news… https://t.co/kPDfkmDx1g",2017-12-10 21:45:07,nytimes,0.0,0.0,0.0,1.0,47,y
939970536364544002,"“We were all born to die.” In our video, we follow a mother who fights her own personal demons as her son fights ca… https://t.co/s69owvxKdo",2017-12-10 21:30:14,nytimes,-0.6597,0.0,0.197,0.803,48,y
939966712539205637,A tour of Los Angeles’s flourishing pot scene https://t.co/lzSpDtPJkq,2017-12-10 21:15:02,nytimes,0.0,0.0,0.0,1.0,49,y
939962957844353024,"In a live TV remake of the holiday classic ""A Christmas Story,"" Jane Krakowski plays Ralphie's teacher https://t.co/r1s6lxmM05",2017-12-10 21:00:07,nytimes,0.5719,0.239,0.0,0.761,50,y
939959206236577792,"As Alabama's Senate race winds down, residents are lamenting that policy issues didn't seize the spotlight https://t.co/5RaJtzyHAg",2017-12-10 20:45:13,nytimes,-0.4588,0.0,0.158,0.842,51,y
939955404645240832,"The week’s top stories, and a look ahead https://t.co/zoAsvlH7W5",2017-12-10 20:30:06,nytimes,0.2023,0.205,0.0,0.795,52,y
939953618547085312,RT @danielle_ivory: NEW: Confidential internal EPA documents obtained by the @nytimes show that a slowdown of enforcement coincides with po…,2017-12-10 20:23:00,nytimes,0.0,0.0,0.0,1.0,53,y
939952721335062528,"RT @nytimesbooks: Did you love ""Brown Girl Dreaming""? @JackieWoodson will publish 2 new books for young readers next year. https://t.co/9jj…",2017-12-10 20:19:26,nytimes,0.6369,0.189,0.0,0.811,54,y
939951613397135360,"Watching the ""Me, Too"" campaign, some particularly courageous Afghan women are more willing to talk about assaults https://t.co/Ws52CUJm2o",2017-12-10 20:15:02,nytimes,0.0498,0.159,0.151,0.69,55,y
939947860623273984,"He's 22, she's 81, and their friendship is melting hearts. A forgotten war orphan. The weird pot scene in L.A. https://t.co/epDpoj7vEX",2017-12-10 20:00:08,nytimes,-0.5574,0.11,0.284,0.606,56,y
939944078447439874,The risk can’t be ignored but isn’t as great as it may seem from a recent study https://t.co/M0Gfsl6tft,2017-12-10 19:45:06,nytimes,0.6652,0.247,0.14,0.613,57,y
939942488684589061,The American ambassador to the UN said that the women who have accused Trump of sexual misconduct “should be heard” https://t.co/eN6Wg9hVRo,2017-12-10 19:38:47,nytimes,-0.296,0.0,0.099,0.901,58,y
939940403696070656,“There is no place for anti-Semitism in our Swedish society. The perpetrators will answer for their crimes.” https://t.co/4MdjtivD9Z,2017-12-10 19:30:30,nytimes,-0.4939,0.0,0.208,0.792,59,y
939936555858309120,Pick up the phone rather than relying on apps https://t.co/j2WY3UJNOs,2017-12-10 19:15:12,nytimes,0.0,0.0,0.0,1.0,60,y
939932813041786880,The map was expected to sell for over $1 million but was withdrawn from a Christie's sale https://t.co/yfDF7nfIXE,2017-12-10 19:00:20,nytimes,0.0,0.0,0.0,1.0,61,y
939929022506721280,Who are Rey's parents? The internet has theories. https://t.co/YnIOnS6jJX https://t.co/U4qIOOS7Rt,2017-12-10 18:45:16,nytimes,0.0,0.0,0.0,1.0,62,y
939925220886016000,Watch: Ashley Iorio and David Sands met at the United States Naval Academy and were wed on Veterans Day #Daily360… https://t.co/zsM8BN4HxV,2017-12-10 18:30:10,nytimes,0.4215,0.123,0.0,0.877,63,y
939921427834261506,"In an improbable turn of events, the sound of silence went viral https://t.co/oLYdOmma20",2017-12-10 18:15:05,nytimes,0.0,0.0,0.0,1.0,64,y
939917699756515328,"How to know if an app is appropriate for children, or even educational https://t.co/4LqtR4iPFg",2017-12-10 18:00:17,nytimes,0.0,0.0,0.0,1.0,65,y
939913897221480448,At center stage of what looked like a Nine Inch Nails concert was Taylor Swift https://t.co/ByBFKKZWg1,2017-12-10 17:45:10,nytimes,0.5106,0.249,0.0,0.751,66,y
939910128177963008,"Senator Richard Shelby, a fixture of Republican politics in Alabama, said on national television that the party cou… https://t.co/zJePeEuBgO",2017-12-10 17:30:11,nytimes,0.4019,0.137,0.0,0.863,67,y
939906368408080384,Opinion: It's been brutal for anyone who believes America’s public lands are best left in their natural state https://t.co/LzyFFs4u9h,2017-12-10 17:15:15,nytimes,0.3818,0.25,0.153,0.597,68,y
939903233472032769,We’re interested in hearing from parents whose children faced a serious illness. We invite you to share your experi… https://t.co/U9UaNOtkNf,2017-12-10 17:02:48,nytimes,0.3612,0.265,0.163,0.571,69,y
939902620621332485,"“They gave me 50/50, but we’ve changed it to 51/49, so that I have the upper hand."" https://t.co/WpJn4eejKV https://t.co/VZqrtaXUDY",2017-12-10 17:00:21,nytimes,0.0,0.0,0.0,1.0,70,y
939898776382312453,President Trump called for a Washington Post reporter to be fired over a misleading tweet https://t.co/60rquXrO18,2017-12-10 16:45:05,nytimes,-0.743,0.0,0.344,0.656,71,y
939895016394248193,Thousands of protesters chanted slogans against Trump’s decision to recognize Jerusalem as the capital of Israel https://t.co/icMzSfgJ0k,2017-12-10 16:30:08,nytimes,-0.2263,0.0,0.106,0.894,72,y
939891236537880577,Rising incomes allow China’s retirees to enjoy a retirement that would have been unthinkable for their parents https://t.co/w4gBshsfmM,2017-12-10 16:15:07,nytimes,0.6249,0.254,0.0,0.746,73,y
939891073240977408,RT @EricLiptonNYT: There's widespread evidence that the Trump admin has been rolling back federal regulations. How about enforcement target…,2017-12-10 16:14:28,nytimes,0.0,0.0,0.0,1.0,74,y
939887796248072192,@lucasgrindley We lost that challenge. Sorry about the error. Thanks for catching it! https://t.co/sZeNajXoe4,2017-12-10 16:01:27,nytimes,-0.3382,0.212,0.333,0.455,75,y
939887453057503232,The EPA under President Trump has slowed down efforts to punish polluters https://t.co/R1s7qP5oTR,2017-12-10 16:00:05,nytimes,-0.7506,0.0,0.368,0.632,76,y
939886696660860928,@AnonyMs_One Thanks for alerting us to the error. Sorry about that! https://t.co/sZeNajXoe4,2017-12-10 15:57:05,nytimes,-0.1007,0.179,0.265,0.556,77,y
939883707300827136,"Modern Love: What 9 years of therapy and ""open"" Scrabble taught her about love https://t.co/qAJC03ajuk (Correction:… https://t.co/SepmMvhYqT",2017-12-10 15:45:12,nytimes,0.8555,0.375,0.0,0.625,78,y
939879893072007168,Max Clifford was serving an 8-year sentence for sexual offenses against victims as young as 15 https://t.co/XqLWWte10z,2017-12-10 15:30:03,nytimes,-0.5423,0.065,0.239,0.697,79,y
939876148712009729,Your cat tattoo can have your actual cat in it https://t.co/4pxWo0GJ4F,2017-12-10 15:15:10,nytimes,0.0,0.0,0.0,1.0,80,y
939872396676403200,"We interviewed members of 7 families who have spoken to parents, grandparents, sons or daughters about sexual assau… https://t.co/RGe2KNXXEI",2017-12-10 15:00:16,nytimes,0.0,0.0,0.0,1.0,81,y
939864880731099136,"In most places, a dollar is a dollar. But in the tax plan, the amount you make may be less important than how you m… https://t.co/Zx7pr7K69P",2017-12-10 14:30:24,nytimes,0.1298,0.061,0.0,0.939,82,y
939857317859913730,"Ojai is a picturesque town known for healthy, spiritual living. The California fires have disrupted that. https://t.co/bPYRgMz3es",2017-12-10 14:00:20,nytimes,0.6486,0.275,0.0,0.725,83,y
939849721421680640,Some consumers are finding they can get a better deal on prescription drugs by leaving their insurance cards at home https://t.co/qK3Wrewxyp,2017-12-10 13:30:09,nytimes,0.4404,0.132,0.0,0.868,84,y
939844056561209344,"The Stone: For Veterans, a Path to Healing ‘Moral Injury’ https://t.co/69S0AXL1cF",2017-12-10 13:07:39,nytimes,0.0,0.0,0.0,1.0,85,y
939842200795533313,"Trump sees the presidency as a prize he must fight to protect every waking moment, and Twitter is his Excalibur… https://t.co/6aEvx25mLU",2017-12-10 13:00:16,nytimes,0.5106,0.231,0.102,0.667,86,y
939834638503235584,"Jerusalem is not just its postcard vistas. The day-in, day-out friction can be draining. https://t.co/kQqIbm7cqC",2017-12-10 12:30:13,nytimes,0.0,0.0,0.0,1.0,87,y
939827051384713216,"“Please do not shoot me"": Newly released body camera footage shows a police officer shooting an unarmed man in Ariz… https://t.co/gN14S1iQu1",2017-12-10 12:00:04,nytimes,0.2584,0.097,0.0,0.903,88,y
939823787641573376,Protests in Lebanon Near U.S. Embassy After Trump’s Jerusalem Decision https://t.co/rhTl1as2l0,2017-12-10 11:47:06,nytimes,-0.2263,0.0,0.16,0.84,89,y
939819513360670720,"92 Somali citizens were flown out of the U.S. under orders of deportation, but their plane never made it to Somalia https://t.co/o0dc6Jm9A2",2017-12-10 11:30:07,nytimes,0.0,0.0,0.0,1.0,90,y
939811982957563905,"What Trump’s decision to recognize Jerusalem as Israel’s capital means for the city, the conflict and the world https://t.co/TMzXarFvfL",2017-12-10 11:00:12,nytimes,-0.3182,0.0,0.113,0.887,91,y
939811557965475840,Janet Yellen Didn’t Set Out to Be a Feminist Hero https://t.co/ZBBXFKq6qG,2017-12-10 10:58:30,nytimes,0.5574,0.286,0.0,0.714,92,y
939805953897189378,"How Luke Bryan and Blake Shelton, 2 of Nashville’s biggest stars, are adapting to country’s new ways https://t.co/v9ZM6v9Rqr",2017-12-10 10:36:14,nytimes,0.0,0.0,0.0,1.0,93,y
939801682669658113,She survived a brain tumor at age 4. It was just the start of her fight. https://t.co/JmOzuWU2wz,2017-12-10 10:19:16,nytimes,-0.2263,0.153,0.242,0.605,94,y
939797388704743424,A new way of measuring school performance turns up some unexpected winners https://t.co/gU9YlIGWja,2017-12-10 10:02:12,nytimes,0.4767,0.22,0.0,0.78,95,y
939792634897420289,"The Power of Touch, Especially for Men https://t.co/ZM0Vsniy2Z",2017-12-10 09:43:19,nytimes,0.0,0.0,0.0,1.0,96,y
939789059395907587,"After the death of a young son, can a long road trip help a family to heal? https://t.co/PqFvd8sU6r",2017-12-10 09:29:06,nytimes,-0.296,0.138,0.199,0.663,97,y
939784265029611520,"Tens of thousands of people said goodbye and ""Merci, Johnny"" to the French rocker Johnny Hallyday in Paris https://t.co/NIAg0tdWJa",2017-12-10 09:10:03,nytimes,0.0,0.0,0.0,1.0,98,y
939780109380259840,"‘S.N.L.,’ Santa and James Franco Relentlessly Tackle Sexual Harassment https://t.co/kgdLeYncPO",2017-12-10 08:53:33,nytimes,-0.5423,0.0,0.28,0.72,99,y
939971494721056768,"RT @BBCOne: SO. MUCH. CUTE. 😍
#AttenboroughandtheGiantElephant https://t.co/4UyVvh6qBm",2017-12-10 21:34:02,BBC,0.6915,0.44,0.0,0.56,0,w
939963544057065473,RT @BBCEarth: 'Never before have we had such an awareness of what we are doing to the planet and never before have we had the power to do s…,2017-12-10 21:02:27,BBC,0.0,0.0,0.0,1.0,1,w
939962955642191873,"🌹@DuaLipa performing 'Homesick' was a completely stunning way to end this series of #SLFN. 💖
Watch in full 👉… https://t.co/LgMlMfnv7F",2017-12-10 21:00:06,BBC,0.4391,0.145,0.0,0.855,2,w
939962488141107201,"RT @BBCEarth: 'What shocks me ...is how fast things are changing here. We’re headed into uncharted territory' - @expeditionlog
#BluePlanet2…",2017-12-10 20:58:15,BBC,-0.3818,0.0,0.126,0.874,3,w
939962204429922304,"RT @BBCOne: If we don’t act, coral reefs could be gone by the end of this century. 😢 #BluePlanet2 https://t.co/OdOSKBtz0S",2017-12-10 20:57:07,BBC,0.0,0.0,0.0,1.0,4,w
939960337897590785,"RT @BBCEarth: In 1986, many nations decided to end commercial whaling, and fishermen are now reporting pods of whales with numbers never se…",2017-12-10 20:49:42,BBC,0.0,0.0,0.0,1.0,5,w
939959169821503488,"Little things can make a big difference.
#BluePlanet2 via @BBCEarth https://t.co/hyzwA06cNw",2017-12-10 20:45:04,BBC,0.0,0.0,0.0,1.0,6,w
939958899926544387,"RT @BBCSpringwatch: Manmade materials are destroying #OurBluePlanet - this is how
#BluePlanet2 
https://t.co/sEccQzjv1r https://t.co/7ZmDOz…",2017-12-10 20:43:59,BBC,-0.5574,0.0,0.231,0.769,7,w
939958727834292225,"RT @BBCEarth: It’s estimated that tens of millions of sharks are killed each year from getting trapped in fishing nets
#BluePlanet2 https:/…",2017-12-10 20:43:18,BBC,-0.836,0.0,0.283,0.717,8,w
939953976971288576,RT @BBCOne: These are *all* items regurgitated by birds. 😥 #BluePlanet2 https://t.co/WyFtZHjKjx,2017-12-10 20:24:26,BBC,0.0,0.0,0.0,1.0,9,w
939953947661434880,"RT @BBCOne: Our rubbish, our responsibility. ✊ #BluePlanet2 

Find out more about what you can do to help: https://t.co/LiA3x5I2gk. https:/…",2017-12-10 20:24:19,BBC,0.4019,0.13,0.0,0.87,10,w
939952880857026560,Eight delightful dolphin photos that'll inspire you to help clean up our oceans. #BluePlanet2 🐬❤️️… https://t.co/PP5l7QrqFP,2017-12-10 20:20:04,BBC,0.9169,0.518,0.0,0.482,11,w
939951403916845056,"RT @BBCEarth: ‘We’re only now beginning to realise what an impact noise is having on the inhabitants of the ocean’ – David Attenborough
#Bl…",2017-12-10 20:14:12,BBC,0.0,0.0,0.0,1.0,12,w
939949024798498816,"RT @BBCOne: ""The oceans are under threat now as never ever before in human history."" - Sir David Attenborough. #BluePlanet2 https://t.co/yn…",2017-12-10 20:04:45,BBC,-0.5267,0.0,0.152,0.848,13,w
939947554523009028,"RT @BBCEarth: The countdown is on! The final episode of #BluePlanet2: Our Blue Planet starts 8pm GMT on @BBCOne, BBC Earth Nordics &amp; @BBCEa…",2017-12-10 19:58:55,BBC,0.0,0.0,0.0,1.0,14,w
939947405553827841,"RT @BBCSpringwatch: Seven British conservation heroes you should know about - this lot deserve endless 👏🏽👏🏽
#BluePlanet2 #OurBluePlanet 
ht…",2017-12-10 19:58:19,BBC,0.5106,0.163,0.0,0.837,15,w
939945318166253569,"'Good luck, little leatherback' - Sir David Attenborough 🐢

#BluePlanet2 | 8PM | @BBCOne https://t.co/vMliWBZFBE",2017-12-10 19:50:01,BBC,0.7096,0.396,0.0,0.604,16,w
939940286808997889,"'There's a huge bomb up there. I'm 76% sure. It's not like the penguin hostage situation.' 🐧😂
#ScotSquad via… https://t.co/x8I92iMImk",2017-12-10 19:30:02,BBC,-0.1803,0.185,0.213,0.602,17,w
939932739549065216,Miles of cable and thousands of twinkling bulbs have been used to create the longest festive tunnel of light in Eur… https://t.co/C22wpljo2u,2017-12-10 19:00:02,BBC,0.6249,0.203,0.0,0.797,18,w
939925954323009538,"Tonight, David Attenborough investigates the remarkable story of Jumbo the elephant. Attenborough and the Giant Ele… https://t.co/4NK1B5ZNwr",2017-12-10 18:33:05,BBC,0.5574,0.184,0.0,0.816,19,w
939971494721056768,"RT @BBCOne: SO. MUCH. CUTE. 😍
#AttenboroughandtheGiantElephant https://t.co/4UyVvh6qBm",2017-12-10 21:34:02,BBC,0.6915,0.44,0.0,0.56,20,w
939963544057065473,RT @BBCEarth: 'Never before have we had such an awareness of what we are doing to the planet and never before have we had the power to do s…,2017-12-10 21:02:27,BBC,0.0,0.0,0.0,1.0,21,w
939962955642191873,"🌹@DuaLipa performing 'Homesick' was a completely stunning way to end this series of #SLFN. 💖
Watch in full 👉… https://t.co/LgMlMfnv7F",2017-12-10 21:00:06,BBC,0.4391,0.145,0.0,0.855,22,w
939962488141107201,"RT @BBCEarth: 'What shocks me ...is how fast things are changing here. We’re headed into uncharted territory' - @expeditionlog
#BluePlanet2…",2017-12-10 20:58:15,BBC,-0.3818,0.0,0.126,0.874,23,w
939962204429922304,"RT @BBCOne: If we don’t act, coral reefs could be gone by the end of this century. 😢 #BluePlanet2 https://t.co/OdOSKBtz0S",2017-12-10 20:57:07,BBC,0.0,0.0,0.0,1.0,24,w
939960337897590785,"RT @BBCEarth: In 1986, many nations decided to end commercial whaling, and fishermen are now reporting pods of whales with numbers never se…",2017-12-10 20:49:42,BBC,0.0,0.0,0.0,1.0,25,w
